date,mean_temperature,daylength,site,PAR_incident
2003_06_29,24,15.78888889,LUSIGNAN,100
2003_06_30,18,15.77833333,LUSIGNAN,100
2003_07_01,16,15.76638889,LUSIGNAN,100
2003_07_02,17,15.75305556,LUSIGNAN,100
2003_07_03,19,15.73861111,LUSIGNAN,100
2003_07_04,17,15.72277778,LUSIGNAN,100
2003_07_05,18,15.70555556,LUSIGNAN,100
2003_07_06,19,15.6875,LUSIGNAN,100
2003_07_07,20,15.66833333,LUSIGNAN,100
2003_07_08,22,15.64777778,LUSIGNAN,100
2003_07_09,22,15.62611111,LUSIGNAN,100
2003_07_10,22,15.60333333,LUSIGNAN,100
2003_07_11,24,15.57944444,LUSIGNAN,100
2003_07_12,24,15.55444444,LUSIGNAN,100
2003_07_13,26,15.52833333,LUSIGNAN,100
2003_07_14,24,15.50138889,LUSIGNAN,100
2003_07_15,25,15.47333333,LUSIGNAN,100
2003_07_16,20,15.44416667,LUSIGNAN,100
2003_07_17,19,15.41444444,LUSIGNAN,100
2003_07_18,20,15.38305556,LUSIGNAN,100
2003_07_19,23,15.35138889,LUSIGNAN,100
2003_07_20,21,15.31861111,LUSIGNAN,100
2003_07_21,21,15.28472222,LUSIGNAN,100
2003_07_22,19,15.25027778,LUSIGNAN,100
2003_07_23,19,15.21472222,LUSIGNAN,100
2003_07_24,20,15.17861111,LUSIGNAN,100
2003_07_25,18,15.14138889,LUSIGNAN,100
2003_07_26,21,15.10361111,LUSIGNAN,100
2003_07_27,20,15.065,LUSIGNAN,100
2003_07_28,17,15.02611111,LUSIGNAN,100
2003_07_29,17,14.98611111,LUSIGNAN,100
2003_07_30,21,14.94555556,LUSIGNAN,100
2003_07_31,18,14.90416667,LUSIGNAN,100
2003_08_01,20,14.86222222,LUSIGNAN,100
2003_08_02,24,14.81972222,LUSIGNAN,100
2003_08_03,27,14.77666667,LUSIGNAN,100
2003_08_04,29,14.73305556,LUSIGNAN,100
2003_08_05,29,14.68888889,LUSIGNAN,100
2003_08_06,30,14.64416667,LUSIGNAN,100
2003_08_07,30,14.59888889,LUSIGNAN,100
2003_08_08,29,14.55305556,LUSIGNAN,100
2003_08_09,29,14.50694444,LUSIGNAN,100
2003_08_10,29,14.46027778,LUSIGNAN,100
2003_08_11,28,14.41333333,LUSIGNAN,100
2003_08_12,28,14.36611111,LUSIGNAN,100
2003_08_13,29,14.31805556,LUSIGNAN,100
2003_08_14,24,14.26972222,LUSIGNAN,100
2003_08_15,24,14.22111111,LUSIGNAN,100
2003_08_16,21,14.17222222,LUSIGNAN,100
2003_08_17,23,14.12305556,LUSIGNAN,100
2003_08_18,21,14.07333333,LUSIGNAN,100
2003_08_19,21,14.02361111,LUSIGNAN,100
2003_08_20,21,13.97361111,LUSIGNAN,100
2003_08_21,20,13.92277778,LUSIGNAN,100
2003_08_22,22,13.87222222,LUSIGNAN,100
2003_08_23,23,13.82111111,LUSIGNAN,100
2003_08_24,24,13.77,LUSIGNAN,100
2003_08_25,23,13.71833333,LUSIGNAN,100
2003_08_26,22,13.66666667,LUSIGNAN,100
2003_08_27,24,13.61472222,LUSIGNAN,100
2003_08_28,22,13.56277778,LUSIGNAN,100
2003_08_29,21,13.51027778,LUSIGNAN,100
2003_08_30,18,13.45777778,LUSIGNAN,100
2003_08_31,16,13.405,LUSIGNAN,100
2003_09_01,16,13.35222222,LUSIGNAN,100
2003_09_02,15,13.29944444,LUSIGNAN,100
2003_09_03,15,13.24611111,LUSIGNAN,100
2003_09_04,18,13.19305556,LUSIGNAN,100
2003_09_05,20,13.13972222,LUSIGNAN,100
2003_09_06,16,13.08611111,LUSIGNAN,100
2003_09_07,16,13.03277778,LUSIGNAN,100
2003_09_08,15,12.97916667,LUSIGNAN,100
2003_09_09,17,12.92527778,LUSIGNAN,100
2003_09_10,14,12.87138889,LUSIGNAN,100
2003_09_11,17,12.8175,LUSIGNAN,100
2003_09_12,20,12.76333333,LUSIGNAN,100
2003_09_13,19,12.70916667,LUSIGNAN,100
2003_09_14,17,12.65527778,LUSIGNAN,100
2003_09_15,18,12.60111111,LUSIGNAN,100
2003_09_16,18,12.54666667,LUSIGNAN,100
2003_09_17,20,12.49222222,LUSIGNAN,100
2003_09_18,20,12.43777778,LUSIGNAN,100
2003_09_19,21,12.38361111,LUSIGNAN,100
2003_09_20,20,12.32916667,LUSIGNAN,100
2003_09_21,22,12.27444444,LUSIGNAN,100
2003_09_22,19,12.22,LUSIGNAN,100
2003_09_23,14,12.16555556,LUSIGNAN,100
2003_09_24,12,12.11083333,LUSIGNAN,100
2003_09_25,13,12.05638889,LUSIGNAN,100
2003_09_26,14,12.00194444,LUSIGNAN,100
2003_09_27,16,11.94722222,LUSIGNAN,100
2003_09_28,17,11.89277778,LUSIGNAN,100
2003_09_29,14,11.83833333,LUSIGNAN,100
2003_09_30,16,11.78361111,LUSIGNAN,100
2003_10_01,19,11.72944444,LUSIGNAN,100
2003_10_02,19,11.67472222,LUSIGNAN,100
2003_10_03,16,11.62055556,LUSIGNAN,100
2003_10_04,13,11.56611111,LUSIGNAN,100
2003_10_05,10,11.51194444,LUSIGNAN,100
2003_10_06,10,11.4575,LUSIGNAN,100
2003_10_07,13,11.40333333,LUSIGNAN,100
2003_10_08,14,11.34944444,LUSIGNAN,100
2003_10_09,15,11.29555556,LUSIGNAN,100
2003_10_10,13,11.24166667,LUSIGNAN,100
2003_10_11,12,11.18777778,LUSIGNAN,100
2003_10_12,14,11.13388889,LUSIGNAN,100
2003_10_13,16,11.08055556,LUSIGNAN,100
2003_10_14,17,11.02722222,LUSIGNAN,100
2003_10_15,15,10.97388889,LUSIGNAN,100
2003_10_16,9,10.92055556,LUSIGNAN,100
2003_10_17,10,10.8675,LUSIGNAN,100
2003_10_18,13,10.81472222,LUSIGNAN,100
2003_10_19,10,10.76194444,LUSIGNAN,100
2003_10_20,8,10.70944444,LUSIGNAN,100
2003_10_21,7,10.65722222,LUSIGNAN,100
2003_10_22,5,10.605,LUSIGNAN,100
2003_10_23,6,10.55305556,LUSIGNAN,100
2003_10_24,3,10.50138889,LUSIGNAN,100
2003_10_25,5,10.45,LUSIGNAN,100
2003_10_26,4,10.39861111,LUSIGNAN,100
2003_10_27,4,10.34777778,LUSIGNAN,100
2003_10_28,2,10.29722222,LUSIGNAN,100
2003_10_29,5,10.24694444,LUSIGNAN,100
2003_10_30,9,10.19666667,LUSIGNAN,100
2003_10_31,10,10.14722222,LUSIGNAN,100
2003_11_01,10,10.09805556,LUSIGNAN,100
2003_11_02,9,10.04916667,LUSIGNAN,100
2003_11_03,13,10.00055556,LUSIGNAN,100
2003_11_04,12,9.9525,LUSIGNAN,100
2003_11_05,12,9.904722222,LUSIGNAN,100
2003_11_06,11,9.8575,LUSIGNAN,100
2003_11_07,7,9.810833333,LUSIGNAN,100
2003_11_08,6,9.764722222,LUSIGNAN,100
2003_11_09,10,9.718888889,LUSIGNAN,100
2003_11_10,10,9.673888889,LUSIGNAN,100
2003_11_11,11,9.629166667,LUSIGNAN,100
2003_11_12,12,9.585277778,LUSIGNAN,100
2003_11_13,6,9.541944444,LUSIGNAN,100
2003_11_14,10,9.498888889,LUSIGNAN,100
2003_11_15,8,9.456666667,LUSIGNAN,100
2003_11_16,7,9.415277778,LUSIGNAN,100
2003_11_17,6,9.374444444,LUSIGNAN,100
2003_11_18,8,9.334722222,LUSIGNAN,100
2003_11_19,8,9.295277778,LUSIGNAN,100
2003_11_20,8,9.256666667,LUSIGNAN,100
2003_11_21,8,9.219166667,LUSIGNAN,100
2003_11_22,13,9.182222222,LUSIGNAN,100
2003_11_23,14,9.146111111,LUSIGNAN,100
2003_11_24,10,9.111111111,LUSIGNAN,100
2003_11_25,9,9.076944444,LUSIGNAN,100
2003_11_26,8,9.043888889,LUSIGNAN,100
2003_11_27,7,9.011666667,LUSIGNAN,100
2003_11_28,5,8.980555556,LUSIGNAN,100
2003_11_29,7,8.950555556,LUSIGNAN,100
2003_11_30,11,8.921388889,LUSIGNAN,100
2003_12_01,6,8.893333333,LUSIGNAN,100
2003_12_02,5,8.866388889,LUSIGNAN,100
2003_12_03,6,8.840833333,LUSIGNAN,100
2003_12_04,6,8.816111111,LUSIGNAN,100
2003_12_05,3,8.792777778,LUSIGNAN,100
2003_12_06,4,8.770833333,LUSIGNAN,100
2003_12_07,4,8.749722222,LUSIGNAN,100
2003_12_08,5,8.73,LUSIGNAN,100
2003_12_09,5,8.711944444,LUSIGNAN,100
2003_12_10,2,8.694722222,LUSIGNAN,100
2003_12_11,6,8.678888889,LUSIGNAN,100
2003_12_12,10,8.664444444,LUSIGNAN,100
2003_12_13,11,8.651111111,LUSIGNAN,100
2003_12_14,9,8.639722222,LUSIGNAN,100
2003_12_15,6,8.629444444,LUSIGNAN,100
2003_12_16,2,8.620277778,LUSIGNAN,100
2003_12_17,3,8.612777778,LUSIGNAN,100
2003_12_18,6,8.606666667,LUSIGNAN,100
2003_12_19,8,8.602222222,LUSIGNAN,100
2003_12_20,9,8.598611111,LUSIGNAN,100
2003_12_21,7,8.596944444,LUSIGNAN,100
2003_12_22,3,8.596666667,LUSIGNAN,100
2003_12_23,4,8.5975,LUSIGNAN,100
2003_12_24,8,8.6,LUSIGNAN,100
2003_12_25,8,8.603888889,LUSIGNAN,100
2003_12_26,5,8.609166667,LUSIGNAN,100
2003_12_27,8,8.615833333,LUSIGNAN,100
2003_12_28,5,8.623888889,LUSIGNAN,100
2003_12_29,2,8.633611111,LUSIGNAN,100
2003_12_30,2,8.644444444,LUSIGNAN,100
2003_12_31,0,8.656944444,LUSIGNAN,100
2004_01_01,2,8.670277778,LUSIGNAN,100
2004_01_02,4,8.685555556,LUSIGNAN,100
2004_01_03,0,8.701944444,LUSIGNAN,100
2004_01_04,-2,8.719722222,LUSIGNAN,100
2004_01_05,3,8.738888889,LUSIGNAN,100
2004_01_06,4,8.758888889,LUSIGNAN,100
2004_01_07,2,8.780555556,LUSIGNAN,100
2004_01_08,7,8.803333333,LUSIGNAN,100
2004_01_09,10,8.8275,LUSIGNAN,100
2004_01_10,10,8.852777778,LUSIGNAN,100
2004_01_11,12,8.879166667,LUSIGNAN,100
2004_01_12,11,8.906666667,LUSIGNAN,100
2004_01_13,12,8.935277778,LUSIGNAN,100
2004_01_14,7,8.965277778,LUSIGNAN,100
2004_01_15,6,8.995833333,LUSIGNAN,100
2004_01_16,9,9.027777778,LUSIGNAN,100
2004_01_17,7,9.060555556,LUSIGNAN,100
2004_01_18,3,9.094722222,LUSIGNAN,100
2004_01_19,2,9.129444444,LUSIGNAN,100
2004_01_20,7,9.165277778,LUSIGNAN,100
2004_01_21,8,9.201944444,LUSIGNAN,100
2004_01_22,6,9.239444444,LUSIGNAN,100
2004_01_23,7,9.278055556,LUSIGNAN,100
2004_01_24,8,9.317222222,LUSIGNAN,100
2004_01_25,5,9.357222222,LUSIGNAN,100
2004_01_26,6,9.398055556,LUSIGNAN,100
2004_01_27,2,9.439444444,LUSIGNAN,100
2004_01_28,2,9.481944444,LUSIGNAN,100
2004_01_29,2,9.525,LUSIGNAN,100
2004_01_30,0,9.568611111,LUSIGNAN,100
2004_01_31,7,9.612777778,LUSIGNAN,100
2004_02_01,11,9.657777778,LUSIGNAN,100
2004_02_02,9,9.703333333,LUSIGNAN,100
2004_02_03,10,9.749166667,LUSIGNAN,100
2004_02_04,11,9.795555556,LUSIGNAN,100
2004_02_05,11,9.842777778,LUSIGNAN,100
2004_02_06,12,9.890277778,LUSIGNAN,100
2004_02_07,9,9.938611111,LUSIGNAN,100
2004_02_08,7,9.986944444,LUSIGNAN,100
2004_02_09,3,10.03583333,LUSIGNAN,100
2004_02_10,3,10.085,LUSIGNAN,100
2004_02_11,3,10.135,LUSIGNAN,100
2004_02_12,6,10.185,LUSIGNAN,100
2004_02_13,6,10.23555556,LUSIGNAN,100
2004_02_14,7,10.28638889,LUSIGNAN,100
2004_02_15,4,10.3375,LUSIGNAN,100
2004_02_16,5,10.38916667,LUSIGNAN,100
2004_02_17,6,10.44083333,LUSIGNAN,100
2004_02_18,4,10.49305556,LUSIGNAN,100
2004_02_19,3,10.54527778,LUSIGNAN,100
2004_02_20,3,10.59777778,LUSIGNAN,100
2004_02_21,6,10.65055556,LUSIGNAN,100
2004_02_22,4,10.70388889,LUSIGNAN,100
2004_02_23,2,10.75694444,LUSIGNAN,100
2004_02_24,0,10.81027778,LUSIGNAN,100
2004_02_25,1,10.86388889,LUSIGNAN,100
2004_02_26,1,10.91777778,LUSIGNAN,100
2004_02_27,0,10.97166667,LUSIGNAN,100
2004_02_28,2,11.02583333,LUSIGNAN,100
2004_02_29,1,11.08,LUSIGNAN,100
2004_03_01,0,11.13444444,LUSIGNAN,100
2004_03_02,1,11.18888889,LUSIGNAN,100
2004_03_03,4,11.24333333,LUSIGNAN,100
2004_03_04,7,11.29833333,LUSIGNAN,100
2004_03_05,7,11.35305556,LUSIGNAN,100
2004_03_06,7,11.40777778,LUSIGNAN,100
2004_03_07,5,11.4625,LUSIGNAN,100
2004_03_08,3,11.51777778,LUSIGNAN,100
2004_03_09,1,11.57277778,LUSIGNAN,100
2004_03_10,-1,11.62805556,LUSIGNAN,100
2004_03_11,1,11.68305556,LUSIGNAN,100
2004_03_12,6,11.73833333,LUSIGNAN,100
2004_03_13,9,11.79361111,LUSIGNAN,100
2004_03_14,8,11.84888889,LUSIGNAN,100
2004_03_15,11,11.90416667,LUSIGNAN,100
2004_03_16,13,11.95972222,LUSIGNAN,100
2004_03_17,14,12.015,LUSIGNAN,100
2004_03_18,11,12.07055556,LUSIGNAN,100
2004_03_19,11,12.12583333,LUSIGNAN,100
2004_03_20,12,12.18111111,LUSIGNAN,100
2004_03_21,10,12.23638889,LUSIGNAN,100
2004_03_22,7,12.29194444,LUSIGNAN,100
2004_03_23,5,12.34722222,LUSIGNAN,100
2004_03_24,4,12.4025,LUSIGNAN,100
2004_03_25,4,12.45777778,LUSIGNAN,100
2004_03_26,3,12.51305556,LUSIGNAN,100
2004_03_27,4,12.56805556,LUSIGNAN,100
2004_03_28,6,12.62305556,LUSIGNAN,100
2004_03_29,9,12.67833333,LUSIGNAN,100
2004_03_30,9,12.73305556,LUSIGNAN,100
2004_03_31,11,12.78805556,LUSIGNAN,100
2004_04_01,10,12.84277778,LUSIGNAN,100
2004_04_02,11,12.8975,LUSIGNAN,100
2004_04_03,11,12.95222222,LUSIGNAN,100
2004_04_04,11,13.00666667,LUSIGNAN,100
2004_04_05,10,13.06111111,LUSIGNAN,100
2004_04_06,10,13.11527778,LUSIGNAN,100
2004_04_07,6,13.16944444,LUSIGNAN,100
2004_04_08,5,13.22361111,LUSIGNAN,100
2004_04_09,6,13.2775,LUSIGNAN,100
2004_04_10,7,13.33111111,LUSIGNAN,100
2004_04_11,6,13.385,LUSIGNAN,100
2004_04_12,7,13.43805556,LUSIGNAN,100
2004_04_13,8,13.49166667,LUSIGNAN,100
2004_04_14,10,13.54472222,LUSIGNAN,100
2004_04_15,9,13.5975,LUSIGNAN,100
2004_04_16,10,13.65027778,LUSIGNAN,100
2004_04_17,10,13.70277778,LUSIGNAN,100
2004_04_18,7,13.755,LUSIGNAN,100
2004_04_19,7,13.80694444,LUSIGNAN,100
2004_04_20,11,13.85888889,LUSIGNAN,100
2004_04_21,14,13.91027778,LUSIGNAN,100
2004_04_22,11,13.96138889,LUSIGNAN,100
2004_04_23,12,14.0125,LUSIGNAN,100
2004_04_24,12,14.06305556,LUSIGNAN,100
2004_04_25,13,14.11333333,LUSIGNAN,100
2004_04_26,12,14.16333333,LUSIGNAN,100
2004_04_27,13,14.21305556,LUSIGNAN,100
2004_04_28,9,14.26222222,LUSIGNAN,100
2004_04_29,10,14.31111111,LUSIGNAN,100
2004_04_30,11,14.35972222,LUSIGNAN,100
2004_05_01,11,14.40777778,LUSIGNAN,100
2004_05_02,11,14.455,LUSIGNAN,100
2004_05_03,11,14.5025,LUSIGNAN,100
2004_05_04,9,14.54888889,LUSIGNAN,100
2004_05_05,8,14.59527778,LUSIGNAN,100
2004_05_06,7,14.64083333,LUSIGNAN,100
2004_05_07,8,14.68638889,LUSIGNAN,100
2004_05_08,9,14.73083333,LUSIGNAN,100
2004_05_09,9,14.775,LUSIGNAN,100
2004_05_10,14,14.81861111,LUSIGNAN,100
2004_05_11,15,14.86138889,LUSIGNAN,100
2004_05_12,13,14.90361111,LUSIGNAN,100
2004_05_13,10,14.94527778,LUSIGNAN,100
2004_05_14,10,14.98638889,LUSIGNAN,100
2004_05_15,13,15.02638889,LUSIGNAN,100
2004_05_16,15,15.06638889,LUSIGNAN,100
2004_05_17,18,15.105,LUSIGNAN,100
2004_05_18,19,15.14333333,LUSIGNAN,100
2004_05_19,20,15.18027778,LUSIGNAN,100
2004_05_20,20,15.21694444,LUSIGNAN,100
2004_05_21,18,15.2525,LUSIGNAN,100
2004_05_22,13,15.2875,LUSIGNAN,100
2004_05_23,11,15.32111111,LUSIGNAN,100
2004_05_24,14,15.35444444,LUSIGNAN,100
2004_05_25,15,15.38638889,LUSIGNAN,100
2004_05_26,15,15.4175,LUSIGNAN,100
2004_05_27,16,15.44777778,LUSIGNAN,100
2004_05_28,15,15.47666667,LUSIGNAN,100
2004_05_29,18,15.50472222,LUSIGNAN,100
2004_05_30,17,15.53166667,LUSIGNAN,100
2004_05_31,13,15.55777778,LUSIGNAN,100
2004_06_01,15,15.58305556,LUSIGNAN,100
2004_06_02,17,15.60666667,LUSIGNAN,100
2004_06_03,15,15.62916667,LUSIGNAN,100
2004_06_04,16,15.65111111,LUSIGNAN,100
2004_06_05,18,15.67138889,LUSIGNAN,100
2004_06_06,19,15.69055556,LUSIGNAN,100
2004_06_07,22,15.70861111,LUSIGNAN,100
2004_06_08,22,15.72555556,LUSIGNAN,100
2004_06_09,23,15.74111111,LUSIGNAN,100
2004_06_10,22,15.75527778,LUSIGNAN,100
2004_06_11,22,15.76833333,LUSIGNAN,100
2004_06_12,18,15.78027778,LUSIGNAN,100
2004_06_13,17,15.79083333,LUSIGNAN,100
2004_06_14,17,15.8,LUSIGNAN,100
2004_06_15,20,15.80805556,LUSIGNAN,100
2004_06_16,21,15.81472222,LUSIGNAN,100
2004_06_17,21,15.82,LUSIGNAN,100
2004_06_18,18,15.82388889,LUSIGNAN,100
2004_06_19,17,15.82666667,LUSIGNAN,100
2004_06_20,15,15.82805556,LUSIGNAN,100
2004_06_21,14,15.82805556,LUSIGNAN,100
2004_06_22,21,15.82694444,LUSIGNAN,100
2004_06_23,19,15.82416667,LUSIGNAN,100
2004_06_24,17,15.82027778,LUSIGNAN,100
2004_06_25,15,15.815,LUSIGNAN,100
2004_06_26,21,15.80833333,LUSIGNAN,100
2004_06_27,22,15.80083333,LUSIGNAN,100
2004_06_28,18,15.79166667,LUSIGNAN,100
2004_06_29,18,15.78111111,LUSIGNAN,100
2004_06_30,20,15.76944444,LUSIGNAN,100
2004_07_01,18,15.75638889,LUSIGNAN,100
2004_07_02,17,15.74222222,LUSIGNAN,100
2004_07_03,17,15.72694444,LUSIGNAN,100
2004_07_04,18,15.71027778,LUSIGNAN,100
2004_07_05,19,15.69222222,LUSIGNAN,100
2004_07_06,18,15.67333333,LUSIGNAN,100
2004_07_07,18,15.65305556,LUSIGNAN,100
2004_07_08,15,15.63166667,LUSIGNAN,100
2004_07_09,15,15.60944444,LUSIGNAN,100
2004_07_10,14,15.58555556,LUSIGNAN,100
2004_07_11,13,15.56083333,LUSIGNAN,100
2004_07_12,16,15.53527778,LUSIGNAN,100
2004_07_13,15,15.50833333,LUSIGNAN,100
2004_07_14,19,15.48055556,LUSIGNAN,100
2004_07_15,20,15.45138889,LUSIGNAN,100
2004_07_16,24,15.42194444,LUSIGNAN,100
2004_07_17,21,15.39111111,LUSIGNAN,100
2004_07_18,19,15.35916667,LUSIGNAN,100
2004_07_19,20,15.32666667,LUSIGNAN,100
2004_07_20,21,15.29333333,LUSIGNAN,100
2004_07_21,20,15.25861111,LUSIGNAN,100
2004_07_22,23,15.22361111,LUSIGNAN,100
2004_07_23,23,15.1875,LUSIGNAN,100
2004_07_24,21,15.15083333,LUSIGNAN,100
2004_07_25,20,15.11305556,LUSIGNAN,100
2004_07_26,18,15.07444444,LUSIGNAN,100
2004_07_27,19,15.03555556,LUSIGNAN,100
2004_07_28,20,14.99583333,LUSIGNAN,100
2004_07_29,21,14.95527778,LUSIGNAN,100
2004_07_30,22,14.91416667,LUSIGNAN,100
2004_07_31,25,14.8725,LUSIGNAN,100
2004_08_01,25,14.83027778,LUSIGNAN,100
2004_08_02,25,14.78722222,LUSIGNAN,100
2004_08_03,23,14.74388889,LUSIGNAN,100
2004_08_04,20,14.69972222,LUSIGNAN,100
2004_08_05,21,14.65527778,LUSIGNAN,100
2004_08_06,21,14.61,LUSIGNAN,100
2004_08_07,22,14.56444444,LUSIGNAN,100
2004_08_08,24,14.51833333,LUSIGNAN,100
2004_08_09,21,14.47194444,LUSIGNAN,100
2004_08_10,20,14.425,LUSIGNAN,100
2004_08_11,20,14.3775,LUSIGNAN,100
2004_08_12,19,14.32972222,LUSIGNAN,100
2004_08_13,19,14.28166667,LUSIGNAN,100
2004_08_14,18,14.23305556,LUSIGNAN,100
2004_08_15,21,14.18416667,LUSIGNAN,100
2004_08_16,21,14.135,LUSIGNAN,100
2004_08_17,20,14.08527778,LUSIGNAN,100
2004_08_18,20,14.03555556,LUSIGNAN,100
2004_08_19,20,13.98555556,LUSIGNAN,100
2004_08_20,16,13.935,LUSIGNAN,100
2004_08_21,16,13.88444444,LUSIGNAN,100
2004_08_22,17,13.83333333,LUSIGNAN,100
2004_08_23,19,13.78222222,LUSIGNAN,100
2004_08_24,18,13.73055556,LUSIGNAN,100
2004_08_25,17,13.67916667,LUSIGNAN,100
2004_08_26,17,13.62722222,LUSIGNAN,100
2004_08_27,16,13.575,LUSIGNAN,100
2004_08_28,17,13.52305556,LUSIGNAN,100
2004_08_29,18,13.47055556,LUSIGNAN,100
2004_08_30,17,13.41805556,LUSIGNAN,100
2004_08_31,15,13.365,LUSIGNAN,100
2004_09_01,16,13.31222222,LUSIGNAN,100
2004_09_02,20,13.25916667,LUSIGNAN,100
2004_09_03,21,13.20611111,LUSIGNAN,100
2004_09_04,23,13.15277778,LUSIGNAN,100
2004_09_05,24,13.09944444,LUSIGNAN,100
2004_09_06,23,13.04611111,LUSIGNAN,100
2004_09_07,23,12.99222222,LUSIGNAN,100
2004_09_08,23,12.93833333,LUSIGNAN,100
2004_09_09,23,12.88472222,LUSIGNAN,100
2004_09_10,21,12.83083333,LUSIGNAN,100
2004_09_11,19,12.77638889,LUSIGNAN,100
2004_09_12,17,12.7225,LUSIGNAN,100
2004_09_13,16,12.66805556,LUSIGNAN,100
2004_09_14,17,12.61388889,LUSIGNAN,100
2004_09_15,15,12.55972222,LUSIGNAN,100
2004_09_16,13,12.50527778,LUSIGNAN,100
2004_09_17,14,12.45083333,LUSIGNAN,100
2004_09_18,17,12.39638889,LUSIGNAN,100
2004_09_19,17,12.34194444,LUSIGNAN,100
2004_09_20,13,12.28777778,LUSIGNAN,100
2004_09_21,16,12.23277778,LUSIGNAN,100
2004_09_22,13,12.17833333,LUSIGNAN,100
2004_09_23,17,12.12388889,LUSIGNAN,100
2004_09_24,15,12.06944444,LUSIGNAN,100
2004_09_25,11,12.01472222,LUSIGNAN,100
2004_09_26,16,11.96055556,LUSIGNAN,100
2004_09_27,12,11.90583333,LUSIGNAN,100
2004_09_28,14,11.85138889,LUSIGNAN,100
2004_09_29,18,11.79694444,LUSIGNAN,100
2004_09_30,15,11.7425,LUSIGNAN,100
2004_10_01,17,11.68805556,LUSIGNAN,100
2004_10_02,16,11.63388889,LUSIGNAN,100
2004_10_03,14,11.57916667,LUSIGNAN,100
2004_10_04,18,11.525,LUSIGNAN,100
2004_10_05,18,11.47083333,LUSIGNAN,100
2004_10_06,14,11.41666667,LUSIGNAN,100
2004_10_07,10,11.3625,LUSIGNAN,100
2004_10_08,14,11.30833333,LUSIGNAN,100
2004_10_09,17,11.25472222,LUSIGNAN,100
2004_10_10,15,11.20055556,LUSIGNAN,100
2004_10_11,13,11.14694444,LUSIGNAN,100
2004_10_12,14,11.09333333,LUSIGNAN,100
2004_10_13,13,11.04,LUSIGNAN,100
2004_10_14,12,10.98638889,LUSIGNAN,100
2004_10_15,10,10.93333333,LUSIGNAN,100
2004_10_16,9,10.88,LUSIGNAN,100
2004_10_17,11,10.82722222,LUSIGNAN,100
2004_10_18,10,10.77416667,LUSIGNAN,100
2004_10_19,14,10.72194444,LUSIGNAN,100
2004_10_20,19,10.66916667,LUSIGNAN,100
2004_10_21,13,10.61722222,LUSIGNAN,100
2004_10_22,12,10.56527778,LUSIGNAN,100
2004_10_23,15,10.51333333,LUSIGNAN,100
2004_10_24,18,10.46194444,LUSIGNAN,100
2004_10_25,13,10.41083333,LUSIGNAN,100
2004_10_26,10,10.36,LUSIGNAN,100
2004_10_27,10,10.30916667,LUSIGNAN,100
2004_10_28,14,10.25888889,LUSIGNAN,100
2004_10_29,12,10.20888889,LUSIGNAN,100
2004_10_30,12,10.15916667,LUSIGNAN,100
2004_10_31,9,10.10972222,LUSIGNAN,100
2004_11_01,9,10.06083333,LUSIGNAN,100
2004_11_02,9,10.01222222,LUSIGNAN,100
2004_11_03,10,9.963888889,LUSIGNAN,100
2004_11_04,9,9.916111111,LUSIGNAN,100
2004_11_05,9,9.868888889,LUSIGNAN,100
2004_11_06,7,9.822222222,LUSIGNAN,100
2004_11_07,8,9.775833333,LUSIGNAN,100
2004_11_08,8,9.73,LUSIGNAN,100
2004_11_09,7,9.684444444,LUSIGNAN,100
2004_11_10,7,9.639722222,LUSIGNAN,100
2004_11_11,7,9.595555556,LUSIGNAN,100
2004_11_12,5,9.551944444,LUSIGNAN,100
2004_11_13,5,9.508611111,LUSIGNAN,100
2004_11_14,4,9.466666667,LUSIGNAN,100
2004_11_15,4,9.424722222,LUSIGNAN,100
2004_11_16,8,9.383888889,LUSIGNAN,100
2004_11_17,9,9.343611111,LUSIGNAN,100
2004_11_18,10,9.304166667,LUSIGNAN,100
2004_11_19,7,9.265555556,LUSIGNAN,100
2004_11_20,5,9.227777778,LUSIGNAN,100
2004_11_21,8,9.190555556,LUSIGNAN,100
2004_11_22,6,9.154444444,LUSIGNAN,100
2004_11_23,10,9.119444444,LUSIGNAN,100
2004_11_24,10,9.085,LUSIGNAN,100
2004_11_25,3,9.051388889,LUSIGNAN,100
2004_11_26,6,9.019166667,LUSIGNAN,100
2004_11_27,9,8.987777778,LUSIGNAN,100
2004_11_28,4,8.9575,LUSIGNAN,100
2004_11_29,6,8.928055556,LUSIGNAN,100
2004_11_30,6,8.9,LUSIGNAN,100
2004_12_01,6,8.872777778,LUSIGNAN,100
2004_12_02,4,8.846666667,LUSIGNAN,100
2004_12_03,4,8.821666667,LUSIGNAN,100
2004_12_04,3,8.798055556,LUSIGNAN,100
2004_12_05,1,8.775833333,LUSIGNAN,100
2004_12_06,0,8.754444444,LUSIGNAN,100
2004_12_07,2,8.734444444,LUSIGNAN,100
2004_12_08,1,8.715833333,LUSIGNAN,100
2004_12_09,1,8.698333333,LUSIGNAN,100
2004_12_10,1,8.682222222,LUSIGNAN,100
2004_12_11,0,8.667777778,LUSIGNAN,100
2004_12_12,1,8.654166667,LUSIGNAN,100
2004_12_13,3,8.641944444,LUSIGNAN,100
2004_12_14,5,8.631388889,LUSIGNAN,100
2004_12_15,6,8.622222222,LUSIGNAN,100
2004_12_16,5,8.614444444,LUSIGNAN,100
2004_12_17,8,8.607777778,LUSIGNAN,100
2004_12_18,6,8.602777778,LUSIGNAN,100
2004_12_19,8,8.599166667,LUSIGNAN,100
2004_12_20,-1,8.597222222,LUSIGNAN,100
