date,mean_temperature,daylength,site,PAR_incident
2009_10_22,10,10.57611111,LUSIGNAN,100
2009_10_23,11,10.52416667,LUSIGNAN,100
2009_10_24,15,10.47277778,LUSIGNAN,100
2009_10_25,13,10.42138889,LUSIGNAN,100
2009_10_26,9,10.37055556,LUSIGNAN,100
2009_10_27,11,10.31972222,LUSIGNAN,100
2009_10_28,13,10.26944444,LUSIGNAN,100
2009_10_29,14,10.21916667,LUSIGNAN,100
2009_10_30,12,10.16944444,LUSIGNAN,100
2009_10_31,14,10.12,LUSIGNAN,100
2009_11_01,16,10.07111111,LUSIGNAN,100
2009_11_02,10,10.02222222,LUSIGNAN,100
2009_11_03,11,9.973888889,LUSIGNAN,100
2009_11_04,10,9.926111111,LUSIGNAN,100
2009_11_05,9,9.878611111,LUSIGNAN,100
2009_11_06,8,9.831666667,LUSIGNAN,100
2009_11_07,9,9.785277778,LUSIGNAN,100
2009_11_08,8,9.739444444,LUSIGNAN,100
2009_11_09,7,9.694166667,LUSIGNAN,100
2009_11_10,5,9.649166667,LUSIGNAN,100
2009_11_11,10,9.604722222,LUSIGNAN,100
2009_11_12,12,9.561111111,LUSIGNAN,100
2009_11_13,15,9.518055556,LUSIGNAN,100
2009_11_14,13,9.475555556,LUSIGNAN,100
2009_11_15,12,9.433611111,LUSIGNAN,100
2009_11_16,12,9.3925,LUSIGNAN,100
2009_11_17,10,9.3525,LUSIGNAN,100
2009_11_18,11,9.3125,LUSIGNAN,100
2009_11_19,9,9.273888889,LUSIGNAN,100
2009_11_20,14,9.235833333,LUSIGNAN,100
2009_11_21,15,9.198611111,LUSIGNAN,100
2009_11_22,11,9.162222222,LUSIGNAN,100
2009_11_23,11,9.126944444,LUSIGNAN,100
2009_11_24,13,9.0925,LUSIGNAN,100
2009_11_25,10,9.058888889,LUSIGNAN,100
2009_11_26,10,9.026111111,LUSIGNAN,100
2009_11_27,9,8.994444444,LUSIGNAN,100
2009_11_28,9,8.963888889,LUSIGNAN,100
2009_11_29,7,8.934166667,LUSIGNAN,100
2009_11_30,7,8.905833333,LUSIGNAN,100
2009_12_01,6,8.878611111,LUSIGNAN,100
2009_12_02,9,8.852222222,LUSIGNAN,100
2009_12_03,9,8.827222222,LUSIGNAN,100
2009_12_04,6,8.803333333,LUSIGNAN,100
2009_12_05,9,8.780833333,LUSIGNAN,100
2009_12_06,12,8.759166667,LUSIGNAN,100
2009_12_07,10,8.738888889,LUSIGNAN,100
2009_12_08,8,8.72,LUSIGNAN,100
2009_12_09,12,8.702222222,LUSIGNAN,100
2009_12_10,10,8.685833333,LUSIGNAN,100
2009_12_11,6,8.670833333,LUSIGNAN,100
2009_12_12,4,8.657222222,LUSIGNAN,100
2009_12_13,1,8.644722222,LUSIGNAN,100
2009_12_14,0,8.634166667,LUSIGNAN,100
2009_12_15,-3,8.624444444,LUSIGNAN,100
2009_12_16,-1,8.616388889,LUSIGNAN,100
2009_12_17,-4,8.609722222,LUSIGNAN,100
2009_12_18,-2,8.604166667,LUSIGNAN,100
2009_12_19,-4,8.600277778,LUSIGNAN,100
2009_12_20,0,8.597777778,LUSIGNAN,100
2009_12_21,5,8.596666667,LUSIGNAN,100
2009_12_22,6,8.596944444,LUSIGNAN,100
2009_12_23,4,8.598888889,LUSIGNAN,100
2009_12_24,5,8.602222222,LUSIGNAN,100
2009_12_25,5,8.606944444,LUSIGNAN,100
2009_12_26,1,8.613055556,LUSIGNAN,100
2009_12_27,4,8.620277778,LUSIGNAN,100
2009_12_28,7,8.629444444,LUSIGNAN,100
2009_12_29,12,8.639722222,LUSIGNAN,100
2009_12_30,10,8.651388889,LUSIGNAN,100
2009_12_31,9,8.664444444,LUSIGNAN,100
2010_01_01,2,8.678888889,LUSIGNAN,100
2010_01_02,1,8.694722222,LUSIGNAN,100
2010_01_03,1,8.711944444,LUSIGNAN,100
2010_01_04,-2,8.730277778,LUSIGNAN,100
2010_01_05,-7,8.749722222,LUSIGNAN,100
2010_01_06,-4,8.770833333,LUSIGNAN,100
2010_01_07,-2,8.793333333,LUSIGNAN,100
2010_01_08,-4,8.816666667,LUSIGNAN,100
2010_01_09,-4,8.841388889,LUSIGNAN,100
2010_01_10,-3,8.867222222,LUSIGNAN,100
2010_01_11,-3,8.894166667,LUSIGNAN,100
2010_01_12,-1,8.9225,LUSIGNAN,100
2010_01_13,5,8.951944444,LUSIGNAN,100
2010_01_14,5,8.982222222,LUSIGNAN,100
2010_01_15,4,9.013888889,LUSIGNAN,100
2010_01_16,6,9.046111111,LUSIGNAN,100
2010_01_17,7,9.079444444,LUSIGNAN,100
2010_01_18,2,9.114166667,LUSIGNAN,100
2010_01_19,4,9.149166667,LUSIGNAN,100
2010_01_20,7,9.185555556,LUSIGNAN,100
2010_01_21,2,9.223055556,LUSIGNAN,100
2010_01_22,5,9.261111111,LUSIGNAN,100
2010_01_23,6,9.3,LUSIGNAN,100
2010_01_24,6,9.339444444,LUSIGNAN,100
2010_01_25,3,9.379722222,LUSIGNAN,100
2010_01_26,0,9.421111111,LUSIGNAN,100
2010_01_27,-2,9.463055556,LUSIGNAN,100
2010_01_28,1,9.505833333,LUSIGNAN,100
2010_01_29,5,9.549166667,LUSIGNAN,100
2010_01_30,2,9.592777778,LUSIGNAN,100
2010_01_31,-2,9.6375,LUSIGNAN,100
2010_02_01,1,9.6825,LUSIGNAN,100
2010_02_02,4,9.728333333,LUSIGNAN,100
2010_02_03,7,9.774722222,LUSIGNAN,100
2010_02_04,5,9.821388889,LUSIGNAN,100
2010_02_05,8,9.868888889,LUSIGNAN,100
2010_02_06,7,9.916944444,LUSIGNAN,100
2010_02_07,6,9.965,LUSIGNAN,100
2010_02_08,2,10.01388889,LUSIGNAN,100
2010_02_09,1,10.06305556,LUSIGNAN,100
2010_02_10,-1,10.11277778,LUSIGNAN,100
2010_02_11,-3,10.1625,LUSIGNAN,100
2010_02_12,-3,10.21305556,LUSIGNAN,100
2010_02_13,-4,10.26361111,LUSIGNAN,100
2010_02_14,-2,10.31472222,LUSIGNAN,100
2010_02_15,-3,10.36638889,LUSIGNAN,100
2010_02_16,0,10.41777778,LUSIGNAN,100
2010_02_17,4,10.46972222,LUSIGNAN,100
2010_02_18,6,10.52194444,LUSIGNAN,100
2010_02_19,4,10.57444444,LUSIGNAN,100
2010_02_20,5,10.62722222,LUSIGNAN,100
2010_02_21,6,10.68,LUSIGNAN,100
2010_02_22,10,10.73305556,LUSIGNAN,100
2010_02_23,11,10.78638889,LUSIGNAN,100
2010_02_24,10,10.84,LUSIGNAN,100
2010_02_25,11,10.89361111,LUSIGNAN,100
2010_02_26,8,10.94722222,LUSIGNAN,100
2010_02_27,10,11.00138889,LUSIGNAN,100
2010_02_28,9,11.05555556,LUSIGNAN,100
2010_03_01,5,11.10972222,LUSIGNAN,100
2010_03_02,10,11.16416667,LUSIGNAN,100
2010_03_03,9,11.21861111,LUSIGNAN,100
2010_03_04,5,11.27361111,LUSIGNAN,100
2010_03_05,3,11.32805556,LUSIGNAN,100
2010_03_06,3,11.38305556,LUSIGNAN,100
2010_03_07,0,11.43805556,LUSIGNAN,100
2010_03_08,2,11.49305556,LUSIGNAN,100
2010_03_09,1,11.54805556,LUSIGNAN,100
2010_03_10,-2,11.60305556,LUSIGNAN,100
2010_03_11,1,11.65833333,LUSIGNAN,100
2010_03_12,0,11.71361111,LUSIGNAN,100
2010_03_13,3,11.76888889,LUSIGNAN,100
2010_03_14,6,11.82444444,LUSIGNAN,100
2010_03_15,7,11.87972222,LUSIGNAN,100
2010_03_16,7,11.935,LUSIGNAN,100
2010_03_17,11,11.99027778,LUSIGNAN,100
2010_03_18,11,12.04583333,LUSIGNAN,100
2010_03_19,15,12.10111111,LUSIGNAN,100
2010_03_20,15,12.15638889,LUSIGNAN,100
2010_03_21,11,12.21166667,LUSIGNAN,100
2010_03_22,8,12.26722222,LUSIGNAN,100
2010_03_23,9,12.3225,LUSIGNAN,100
2010_03_24,15,12.37777778,LUSIGNAN,100
2010_03_25,14,12.43305556,LUSIGNAN,100
2010_03_26,10,12.48805556,LUSIGNAN,100
2010_03_27,10,12.54333333,LUSIGNAN,100
2010_03_28,10,12.59833333,LUSIGNAN,100
2010_03_29,13,12.65333333,LUSIGNAN,100
2010_03_30,9,12.70833333,LUSIGNAN,100
2010_03_31,8,12.76333333,LUSIGNAN,100
2010_04_01,6,12.81833333,LUSIGNAN,100
2010_04_02,8,12.87305556,LUSIGNAN,100
2010_04_03,9,12.9275,LUSIGNAN,100
2010_04_04,8,12.98222222,LUSIGNAN,100
2010_04_05,8,13.03666667,LUSIGNAN,100
2010_04_06,11,13.09111111,LUSIGNAN,100
2010_04_07,10,13.145,LUSIGNAN,100
2010_04_08,9,13.19944444,LUSIGNAN,100
2010_04_09,10,13.25333333,LUSIGNAN,100
2010_04_10,12,13.30722222,LUSIGNAN,100
2010_04_11,10,13.36111111,LUSIGNAN,100
2010_04_12,8,13.41444444,LUSIGNAN,100
2010_04_13,10,13.46777778,LUSIGNAN,100
2010_04_14,10,13.52083333,LUSIGNAN,100
2010_04_15,10,13.57388889,LUSIGNAN,100
2010_04_16,11,13.62694444,LUSIGNAN,100
2010_04_17,12,13.67916667,LUSIGNAN,100
2010_04_18,14,13.73166667,LUSIGNAN,100
2010_04_19,14,13.78388889,LUSIGNAN,100
2010_04_20,13,13.83555556,LUSIGNAN,100
2010_04_21,12,13.88722222,LUSIGNAN,100
2010_04_22,14,13.93833333,LUSIGNAN,100
2010_04_23,13,13.98972222,LUSIGNAN,100
2010_04_24,15,14.04027778,LUSIGNAN,100
2010_04_25,13,14.09083333,LUSIGNAN,100
2010_04_26,12,14.14083333,LUSIGNAN,100
2010_04_27,14,14.19055556,LUSIGNAN,100
2010_04_28,17,14.24,LUSIGNAN,100
2010_04_29,18,14.28888889,LUSIGNAN,100
2010_04_30,14,14.33777778,LUSIGNAN,100
2010_05_01,14,14.38583333,LUSIGNAN,100
2010_05_02,12,14.43388889,LUSIGNAN,100
2010_05_03,9,14.48111111,LUSIGNAN,100
2010_05_04,9,14.52805556,LUSIGNAN,100
2010_05_05,9,14.57444444,LUSIGNAN,100
2010_05_06,10,14.62055556,LUSIGNAN,100
2010_05_07,11,14.66583333,LUSIGNAN,100
2010_05_08,11,14.71111111,LUSIGNAN,100
2010_05_09,9,14.75527778,LUSIGNAN,100
2010_05_10,15,14.79888889,LUSIGNAN,100
2010_05_11,9,14.84222222,LUSIGNAN,100
2010_05_12,9,14.88472222,LUSIGNAN,100
2010_05_13,8,14.92666667,LUSIGNAN,100
2010_05_14,8,14.96805556,LUSIGNAN,100
2010_05_15,12,15.00861111,LUSIGNAN,100
2010_05_16,11,15.04861111,LUSIGNAN,100
2010_05_17,13,15.08777778,LUSIGNAN,100
2010_05_18,13,15.12638889,LUSIGNAN,100
2010_05_19,14,15.16388889,LUSIGNAN,100
2010_05_20,14,15.20055556,LUSIGNAN,100
2010_05_21,15,15.23666667,LUSIGNAN,100
2010_05_22,17,15.27166667,LUSIGNAN,100
2010_05_23,19,15.30611111,LUSIGNAN,100
2010_05_24,20,15.33944444,LUSIGNAN,100
2010_05_25,20,15.37166667,LUSIGNAN,100
2010_05_26,17,15.40333333,LUSIGNAN,100
2010_05_27,16,15.43388889,LUSIGNAN,100
2010_05_28,15,15.46361111,LUSIGNAN,100
2010_05_29,13,15.49222222,LUSIGNAN,100
2010_05_30,18,15.51972222,LUSIGNAN,100
2010_05_31,14,15.54611111,LUSIGNAN,100
2010_06_01,15,15.57138889,LUSIGNAN,100
2010_06_02,14,15.59583333,LUSIGNAN,100
2010_06_03,17,15.61916667,LUSIGNAN,100
2010_06_04,20,15.64111111,LUSIGNAN,100
2010_06_05,21,15.66194444,LUSIGNAN,100
2010_06_06,18,15.68194444,LUSIGNAN,100
2010_06_07,17,15.70055556,LUSIGNAN,100
2010_06_08,17,15.71777778,LUSIGNAN,100
2010_06_09,18,15.73388889,LUSIGNAN,100
2010_06_10,19,15.74888889,LUSIGNAN,100
2010_06_11,19,15.7625,LUSIGNAN,100
2010_06_12,18,15.77472222,LUSIGNAN,100
2010_06_13,18,15.78611111,LUSIGNAN,100
2010_06_14,16,15.79555556,LUSIGNAN,100
2010_06_15,14,15.80416667,LUSIGNAN,100
2010_06_16,15,15.81138889,LUSIGNAN,100
2010_06_17,16,15.8175,LUSIGNAN,100
2010_06_18,16,15.82194444,LUSIGNAN,100
2010_06_19,14,15.82527778,LUSIGNAN,100
2010_06_20,12,15.82694444,LUSIGNAN,100
2010_06_21,12,15.82777778,LUSIGNAN,100
2010_06_22,15,15.82722222,LUSIGNAN,100
2010_06_23,18,15.825,LUSIGNAN,100
2010_06_24,19,15.82166667,LUSIGNAN,100
2010_06_25,21,15.81722222,LUSIGNAN,100
2010_06_26,22,15.81111111,LUSIGNAN,100
2010_06_27,23,15.80361111,LUSIGNAN,100
2010_06_28,24,15.79527778,LUSIGNAN,100
2010_06_29,22,15.78527778,LUSIGNAN,100
2010_06_30,23,15.77416667,LUSIGNAN,100
2010_07_01,24,15.76194444,LUSIGNAN,100
2010_07_02,25,15.74833333,LUSIGNAN,100
2010_07_03,23,15.73361111,LUSIGNAN,100
2010_07_04,23,15.71722222,LUSIGNAN,100
2010_07_05,20,15.69972222,LUSIGNAN,100
2010_07_06,19,15.68166667,LUSIGNAN,100
2010_07_07,21,15.66166667,LUSIGNAN,100
2010_07_08,24,15.64083333,LUSIGNAN,100
2010_07_09,28,15.61861111,LUSIGNAN,100
2010_07_10,24,15.59583333,LUSIGNAN,100
2010_07_11,22,15.57138889,LUSIGNAN,100
2010_07_12,22,15.54611111,LUSIGNAN,100
2010_07_13,21,15.51972222,LUSIGNAN,100
2010_07_14,18,15.4925,LUSIGNAN,100
2010_07_15,19,15.46416667,LUSIGNAN,100
2010_07_16,19,15.43444444,LUSIGNAN,100
2010_07_17,18,15.40416667,LUSIGNAN,100
2010_07_18,18,15.37277778,LUSIGNAN,100
2010_07_19,21,15.34055556,LUSIGNAN,100
2010_07_20,23,15.3075,LUSIGNAN,100
2010_07_21,19,15.27361111,LUSIGNAN,100
2010_07_22,18,15.23861111,LUSIGNAN,100
2010_07_23,18,15.20277778,LUSIGNAN,100
2010_07_24,18,15.16666667,LUSIGNAN,100
2010_07_25,19,15.12944444,LUSIGNAN,100
2010_07_26,21,15.09111111,LUSIGNAN,100
2010_07_27,22,15.05277778,LUSIGNAN,100
2010_07_28,22,15.01305556,LUSIGNAN,100
2010_07_29,21,14.97305556,LUSIGNAN,100
2010_07_30,20,14.93222222,LUSIGNAN,100
2010_07_31,20,14.89083333,LUSIGNAN,100
2010_08_01,20,14.84888889,LUSIGNAN,100
2010_08_02,18,14.80611111,LUSIGNAN,100
2010_08_03,21,14.76277778,LUSIGNAN,100
2010_08_04,19,14.71888889,LUSIGNAN,100
2010_08_05,18,14.67472222,LUSIGNAN,100
2010_08_06,18,14.62972222,LUSIGNAN,100
2010_08_07,19,14.58416667,LUSIGNAN,100
2010_08_08,20,14.53833333,LUSIGNAN,100
2010_08_09,20,14.49194444,LUSIGNAN,100
2010_08_10,19,14.44527778,LUSIGNAN,100
2010_08_11,19,14.39805556,LUSIGNAN,100
2010_08_12,17,14.35055556,LUSIGNAN,100
2010_08_13,19,14.3025,LUSIGNAN,100
2010_08_14,17,14.25416667,LUSIGNAN,100
2010_08_15,16,14.20555556,LUSIGNAN,100
2010_08_16,19,14.15638889,LUSIGNAN,100
2010_08_17,19,14.10694444,LUSIGNAN,100
2010_08_18,19,14.05722222,LUSIGNAN,100
2010_08_19,21,14.00722222,LUSIGNAN,100
2010_08_20,22,13.95722222,LUSIGNAN,100
2010_08_21,24,13.90638889,LUSIGNAN,100
2010_08_22,23,13.85555556,LUSIGNAN,100
2010_08_23,21,13.80472222,LUSIGNAN,100
2010_08_24,18,13.75333333,LUSIGNAN,100
2010_08_25,19,13.70166667,LUSIGNAN,100
2010_08_26,24,13.65,LUSIGNAN,100
2010_08_27,20,13.59805556,LUSIGNAN,100
2010_08_28,18,13.54583333,LUSIGNAN,100
2010_08_29,16,13.49361111,LUSIGNAN,100
2010_08_30,16,13.44111111,LUSIGNAN,100
2010_08_31,15,13.38861111,LUSIGNAN,100
2010_09_01,18,13.33583333,LUSIGNAN,100
2010_09_02,19,13.2825,LUSIGNAN,100
2010_09_03,20,13.22944444,LUSIGNAN,100
2010_09_04,19,13.17638889,LUSIGNAN,100
2010_09_05,20,13.12277778,LUSIGNAN,100
2010_09_06,20,13.06916667,LUSIGNAN,100
2010_09_07,17,13.01555556,LUSIGNAN,100
2010_09_08,16,12.96194444,LUSIGNAN,100
2010_09_09,17,12.90805556,LUSIGNAN,100
2010_09_10,16,12.85416667,LUSIGNAN,100
2010_09_11,19,12.80027778,LUSIGNAN,100
2010_09_12,19,12.74611111,LUSIGNAN,100
2010_09_13,15,12.69194444,LUSIGNAN,100
2010_09_14,17,12.63777778,LUSIGNAN,100
2010_09_15,17,12.58333333,LUSIGNAN,100
2010_09_16,15,12.52916667,LUSIGNAN,100
2010_09_17,13,12.47472222,LUSIGNAN,100
2010_09_18,13,12.42055556,LUSIGNAN,100
2010_09_19,12,12.36611111,LUSIGNAN,100
2010_09_20,14,12.31166667,LUSIGNAN,100
2010_09_21,17,12.25722222,LUSIGNAN,100
2010_09_22,19,12.20277778,LUSIGNAN,100
2010_09_23,20,12.14833333,LUSIGNAN,100
2010_09_24,17,12.09388889,LUSIGNAN,100
2010_09_25,13,12.03916667,LUSIGNAN,100
2010_09_26,10,11.98472222,LUSIGNAN,100
2010_09_27,9,11.93,LUSIGNAN,100
2010_09_28,14,11.87555556,LUSIGNAN,100
2010_09_29,13,11.82111111,LUSIGNAN,100
2010_09_30,15,11.76694444,LUSIGNAN,100
2010_10_01,15,11.71222222,LUSIGNAN,100
2010_10_02,20,11.65777778,LUSIGNAN,100
2010_10_03,19,11.60361111,LUSIGNAN,100
2010_10_04,17,11.54916667,LUSIGNAN,100
2010_10_05,14,11.495,LUSIGNAN,100
2010_10_06,17,11.44083333,LUSIGNAN,100
2010_10_07,19,11.38666667,LUSIGNAN,100
2010_10_08,19,11.3325,LUSIGNAN,100
2010_10_09,19,11.27833333,LUSIGNAN,100
2010_10_10,18,11.22444444,LUSIGNAN,100
2010_10_11,14,11.17083333,LUSIGNAN,100
2010_10_12,13,11.11694444,LUSIGNAN,100
2010_10_13,11,11.06388889,LUSIGNAN,100
2010_10_14,9,11.01,LUSIGNAN,100
2010_10_15,9,10.95694444,LUSIGNAN,100
2010_10_16,11,10.90388889,LUSIGNAN,100
2010_10_17,7,10.85083333,LUSIGNAN,100
2010_10_18,7,10.79805556,LUSIGNAN,100
2010_10_19,10,10.74527778,LUSIGNAN,100
2010_10_20,9,10.69277778,LUSIGNAN,100
2010_10_21,5,10.64055556,LUSIGNAN,100
2010_10_22,8,10.58861111,LUSIGNAN,100
2010_10_23,7,10.53694444,LUSIGNAN,100
2010_10_24,11,10.48527778,LUSIGNAN,100
2010_10_25,7,10.43388889,LUSIGNAN,100
2010_10_26,7,10.38305556,LUSIGNAN,100
2010_10_27,7,10.33222222,LUSIGNAN,100
2010_10_28,10,10.28166667,LUSIGNAN,100
2010_10_29,10,10.23166667,LUSIGNAN,100
2010_10_30,12,10.18166667,LUSIGNAN,100
2010_10_31,13,10.13222222,LUSIGNAN,100
2010_11_01,12,10.08305556,LUSIGNAN,100
2010_11_02,9,10.03416667,LUSIGNAN,100
2010_11_03,15,9.985833333,LUSIGNAN,100
2010_11_04,16,9.937777778,LUSIGNAN,100
2010_11_05,14,9.890555556,LUSIGNAN,100
2010_11_06,13,9.843055556,LUSIGNAN,100
2010_11_07,8,9.796666667,LUSIGNAN,100
2010_11_08,7,9.750555556,LUSIGNAN,100
2010_11_09,9,9.705,LUSIGNAN,100
2010_11_10,8,9.66,LUSIGNAN,100
2010_11_11,8,9.615555556,LUSIGNAN,100
2010_11_12,14,9.571666667,LUSIGNAN,100
2010_11_13,15,9.528333333,LUSIGNAN,100
2010_11_14,11,9.485833333,LUSIGNAN,100
2010_11_15,11,9.443888889,LUSIGNAN,100
2010_11_16,8,9.402777778,LUSIGNAN,100
2010_11_17,3,9.362222222,LUSIGNAN,100
2010_11_18,8,9.3225,LUSIGNAN,100
2010_11_19,8,9.283611111,LUSIGNAN,100
2010_11_20,7,9.245277778,LUSIGNAN,100
2010_11_21,7,9.207777778,LUSIGNAN,100
2010_11_22,6,9.171388889,LUSIGNAN,100
2010_11_23,4,9.135555556,LUSIGNAN,100
2010_11_24,3,9.100833333,LUSIGNAN,100
2010_11_25,3,9.066944444,LUSIGNAN,100
2010_11_26,-1,9.034166667,LUSIGNAN,100
2010_11_27,1,9.002222222,LUSIGNAN,100
2010_11_28,1,8.971388889,LUSIGNAN,100
2010_11_29,1,8.941666667,LUSIGNAN,100
2010_11_30,-2,8.913055556,LUSIGNAN,100
2010_12_01,-2,8.885277778,LUSIGNAN,100
2010_12_02,-3,8.858888889,LUSIGNAN,100
2010_12_03,-3,8.833333333,LUSIGNAN,100
2010_12_04,-2,8.809166667,LUSIGNAN,100
2010_12_05,2,8.786388889,LUSIGNAN,100
2010_12_06,4,8.764444444,LUSIGNAN,100
2010_12_07,5,8.743888889,LUSIGNAN,100
2010_12_08,4,8.724722222,LUSIGNAN,100
2010_12_09,1,8.706666667,LUSIGNAN,100
2010_12_10,1,8.69,LUSIGNAN,100
2010_12_11,1,8.674722222,LUSIGNAN,100
2010_12_12,3,8.660833333,LUSIGNAN,100
2010_12_13,0,8.648055556,LUSIGNAN,100
2010_12_14,-3,8.636666667,LUSIGNAN,100
2010_12_15,-2,8.626944444,LUSIGNAN,100
2010_12_16,3,8.618333333,LUSIGNAN,100
2010_12_17,1,8.611388889,LUSIGNAN,100
2010_12_18,1,8.605555556,LUSIGNAN,100
2010_12_19,6,8.601111111,LUSIGNAN,100
2010_12_20,8,8.598333333,LUSIGNAN,100
2010_12_21,6,8.596944444,LUSIGNAN,100
2010_12_22,5,8.596944444,LUSIGNAN,100
2010_12_23,2,8.598611111,LUSIGNAN,100
2010_12_24,1,8.601388889,LUSIGNAN,100
2010_12_25,0,8.605555556,LUSIGNAN,100
2010_12_26,-2,8.611388889,LUSIGNAN,100
2010_12_27,0,8.618611111,LUSIGNAN,100
2010_12_28,4,8.627222222,LUSIGNAN,100
2010_12_29,4,8.637222222,LUSIGNAN,100
2010_12_30,5,8.648611111,LUSIGNAN,100
2010_12_31,4,8.661388889,LUSIGNAN,100
2011_01_01,0,8.675277778,LUSIGNAN,100
2011_01_02,2,8.690833333,LUSIGNAN,100
2011_01_03,0,8.707777778,LUSIGNAN,100
2011_01_04,0,8.725833333,LUSIGNAN,100
2011_01_05,3,8.745277778,LUSIGNAN,100
2011_01_06,10,8.765833333,LUSIGNAN,100
2011_01_07,12,8.788055556,LUSIGNAN,100
2011_01_08,11,8.811111111,LUSIGNAN,100
2011_01_09,5,8.835555556,LUSIGNAN,100
2011_01_10,3,8.861111111,LUSIGNAN,100
2011_01_11,7,8.888055556,LUSIGNAN,100
2011_01_12,8,8.915833333,LUSIGNAN,100
2011_01_13,12,8.944722222,LUSIGNAN,100
2011_01_14,11,8.975,LUSIGNAN,100
2011_01_15,9,9.006111111,LUSIGNAN,100
2011_01_16,6,9.038333333,LUSIGNAN,100
2011_01_17,6,9.071666667,LUSIGNAN,100
2011_01_18,8,9.105833333,LUSIGNAN,100
2011_01_19,4,9.140833333,LUSIGNAN,100
2011_01_20,2,9.176666667,LUSIGNAN,100
2011_01_21,0,9.213611111,LUSIGNAN,100
2011_01_22,0,9.251666667,LUSIGNAN,100
2011_01_23,2,9.290277778,LUSIGNAN,100
2011_01_24,3,9.329722222,LUSIGNAN,100
2011_01_25,4,9.37,LUSIGNAN,100
2011_01_26,2,9.411111111,LUSIGNAN,100
2011_01_27,3,9.452777778,LUSIGNAN,100
2011_01_28,2,9.495277778,LUSIGNAN,100
2011_01_29,3,9.538611111,LUSIGNAN,100
2011_01_30,-1,9.582222222,LUSIGNAN,100
2011_01_31,-2,9.626666667,LUSIGNAN,100
2011_02_01,-3,9.671944444,LUSIGNAN,100
2011_02_02,0,9.7175,LUSIGNAN,100
2011_02_03,6,9.763888889,LUSIGNAN,100
2011_02_04,8,9.810277778,LUSIGNAN,100
2011_02_05,9,9.857777778,LUSIGNAN,100
2011_02_06,8,9.905555556,LUSIGNAN,100
2011_02_07,5,9.953888889,LUSIGNAN,100
2011_02_08,4,10.00222222,LUSIGNAN,100
2011_02_09,8,10.05138889,LUSIGNAN,100
2011_02_10,10,10.10083333,LUSIGNAN,100
2011_02_11,8,10.15055556,LUSIGNAN,100
2011_02_12,7,10.20111111,LUSIGNAN,100
2011_02_13,8,10.25166667,LUSIGNAN,100
2011_02_14,7,10.3025,LUSIGNAN,100
2011_02_15,7,10.35361111,LUSIGNAN,100
2011_02_16,7,10.40527778,LUSIGNAN,100
2011_02_17,6,10.45694444,LUSIGNAN,100
2011_02_18,5,10.50944444,LUSIGNAN,100
2011_02_19,8,10.56166667,LUSIGNAN,100
2011_02_20,8,10.61444444,LUSIGNAN,100
2011_02_21,6,10.66694444,LUSIGNAN,100
2011_02_22,7,10.72027778,LUSIGNAN,100
2011_02_23,4,10.77333333,LUSIGNAN,100
2011_02_24,10,10.82694444,LUSIGNAN,100
2011_02_25,10,10.88055556,LUSIGNAN,100
2011_02_26,10,10.93444444,LUSIGNAN,100
2011_02_27,5,10.98833333,LUSIGNAN,100
2011_02_28,5,11.0425,LUSIGNAN,100
2011_03_01,5,11.09694444,LUSIGNAN,100
2011_03_02,5,11.15111111,LUSIGNAN,100
2011_03_03,4,11.20583333,LUSIGNAN,100
2011_03_04,6,11.26055556,LUSIGNAN,100
2011_03_05,6,11.31527778,LUSIGNAN,100
2011_03_06,5,11.37,LUSIGNAN,100
2011_03_07,6,11.425,LUSIGNAN,100
2011_03_08,9,11.48,LUSIGNAN,100
2011_03_09,8,11.535,LUSIGNAN,100
2011_03_10,7,11.59,LUSIGNAN,100
2011_03_11,7,11.64527778,LUSIGNAN,100
2011_03_12,8,11.70055556,LUSIGNAN,100
2011_03_13,11,11.75555556,LUSIGNAN,100
2011_03_14,12,11.81111111,LUSIGNAN,100
2011_03_15,12,11.86638889,LUSIGNAN,100
2011_03_16,13,11.92166667,LUSIGNAN,100
2011_03_17,9,11.97694444,LUSIGNAN,100
2011_03_18,9,12.03222222,LUSIGNAN,100
2011_03_19,8,12.0875,LUSIGNAN,100
2011_03_20,7,12.14277778,LUSIGNAN,100
2011_03_21,7,12.19833333,LUSIGNAN,100
2011_03_22,9,12.25361111,LUSIGNAN,100
2011_03_23,10,12.30916667,LUSIGNAN,100
2011_03_24,12,12.36416667,LUSIGNAN,100
2011_03_25,14,12.41972222,LUSIGNAN,100
2011_03_26,12,12.47472222,LUSIGNAN,100
2011_03_27,11,12.53,LUSIGNAN,100
2011_03_28,11,12.58527778,LUSIGNAN,100
2011_03_29,11,12.64027778,LUSIGNAN,100
2011_03_30,11,12.69527778,LUSIGNAN,100
2011_03_31,12,12.75027778,LUSIGNAN,100
2011_04_01,16,12.805,LUSIGNAN,100
2011_04_02,16,12.85972222,LUSIGNAN,100
2011_04_03,12,12.91444444,LUSIGNAN,100
2011_04_04,12,12.96916667,LUSIGNAN,100
2011_04_05,11,13.02361111,LUSIGNAN,100
2011_04_06,15,13.07805556,LUSIGNAN,100
2011_04_07,17,13.1325,LUSIGNAN,100
2011_04_08,17,13.18638889,LUSIGNAN,100
2011_04_09,17,13.24055556,LUSIGNAN,100
2011_04_10,14,13.29444444,LUSIGNAN,100
2011_04_11,12,13.34833333,LUSIGNAN,100
2011_04_12,10,13.40166667,LUSIGNAN,100
2011_04_13,9,13.455,LUSIGNAN,100
